Review_ID,Product_Name,Review_Text,Label,Review_Date,Reviewer_Location,Review_Word_Count,Review_Char_Count,Sentiment_Polarity,Review_DayOfWeek,Reviewer_City,Reviewer_Country,Label_Encoded,Is_Duplicate_Review
163,Portable Charger,This product is perfect in every aspect. An unbelievable product that exceeds all standards.,Fake,2025-05-10,"Boston, USA",14,92,0.375,Saturday,Boston,USA,0,True
164,Bluetooth Speaker,The quality is outstanding and the performance is reliable. Exceeded my expectations in every way.,Genuine,2025-09-20,"New York, USA",15,98,0.5,Saturday,New York,USA,1,True
165,Wireless Headphones,So flawless it defies logic. An unbelievable product that exceeds all standards.,Fake,2025-10-19,"Denver, USA",12,80,0.375,Sunday,Denver,USA,0,True
166,Fitness Tracker,The quality is outstanding and the performance is reliable. The quality is outstanding and the performance is reliable.,Genuine,2025-06-08,"Berlin, Germany",18,119,0.5,Sunday,Berlin,Germany,1,True
167,Smartphone Case,"Best purchase ever, you'll regret not buying it immediately! An unbelievable product that exceeds all standards.",Fake,2025-09-12,"Seattle, USA",16,112,0.375,Friday,Seattle,USA,0,True
168,Wireless Headphones,I can't believe how amazing it is. An unbelievable product that exceeds all standards.,Fake,2025-07-13,"Boston, USA",14,86,0.17500000000000004,Sunday,Boston,USA,0,True
169,Smartphone Case,Absolutely love this product! Exceeded my expectations in every way.,Genuine,2025-09-30,"San Francisco, USA",10,68,0.625,Tuesday,San Francisco,USA,1,True
170,Wireless Headphones,Absolutely love this product! Works exactly as advertised.,Genuine,2025-05-01,"Seattle, USA",8,58,0.4375,Thursday,Seattle,USA,1,True
171,Smartphone Case,An unbelievable product that exceeds all standards. An unbelievable product that exceeds all standards.,Fake,2025-11-12,"San Francisco, USA",14,103,-0.25,Wednesday,San Francisco,USA,0,True
172,Noise Cancelling Earbuds,Exceeded my expectations in every way. Absolutely love this product!,Genuine,2025-09-21,"New York, USA",10,68,0.625,Sunday,New York,USA,1,True
173,Fitness Tracker,The quality is outstanding and the performance is reliable. Works exactly as advertised.,Genuine,2025-01-19,"Seattle, USA",13,88,0.375,Sunday,Seattle,USA,1,True
174,Smartphone Case,This product is perfect in every aspect. I can't believe how amazing it is.,Fake,2025-02-14,"Denver, USA",14,75,0.8,Friday,Denver,USA,0,True
175,Fitness Tracker,"Best purchase ever, you'll regret not buying it immediately! This product is perfect in every aspect.",Fake,2025-10-08,"San Francisco, USA",16,101,1.0,Wednesday,San Francisco,USA,0,True
176,Gaming Mouse,The quality is outstanding and the performance is reliable. Exceeded my expectations in every way.,Genuine,2025-12-29,"Boston, USA",15,98,0.5,Monday,Boston,USA,1,True
177,Portable Charger,I can't believe how amazing it is. I can't believe how amazing it is.,Fake,2025-04-17,"Boston, USA",14,69,0.6000000000000001,Thursday,Boston,USA,0,True
178,Laptop Stand,"An unbelievable product that exceeds all standards. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-07-26,"New York, USA",16,112,0.375,Saturday,New York,USA,0,True
179,Bluetooth Speaker,Exceeded my expectations in every way. Exceeded my expectations in every way.,Genuine,2025-02-28,"Seattle, USA",12,77,0.0,Friday,Seattle,USA,1,True
180,Laptop Stand,So flawless it defies logic. So flawless it defies logic.,Fake,2025-07-11,"San Francisco, USA",10,57,1.0,Friday,San Francisco,USA,0,True
181,Fitness Tracker,Works exactly as advertised. Works exactly as advertised.,Genuine,2025-09-12,"San Francisco, USA",8,57,0.25,Friday,San Francisco,USA,1,True
182,Smartwatch,An unbelievable product that exceeds all standards. I can't believe how amazing it is.,Fake,2025-12-18,"Austin, USA",14,86,0.17500000000000004,Thursday,Austin,USA,0,True
183,Portable Charger,Works exactly as advertised. Absolutely love this product!,Genuine,2025-01-10,"Tokyo, Japan",8,58,0.4375,Friday,Tokyo,Japan,1,True
184,Bluetooth Speaker,Absolutely love this product! Works exactly as advertised.,Genuine,2025-09-25,"London, UK",8,58,0.4375,Thursday,London,UK,1,True
185,Eco-friendly Water Bottle,The quality is outstanding and the performance is reliable. I'm really satisfied with my purchase.,Genuine,2025-03-08,"Denver, USA",15,98,0.5,Saturday,Denver,USA,1,True
186,Bluetooth Speaker,So flawless it defies logic. I can't believe how amazing it is.,Fake,2025-03-14,"Paris, France",12,63,0.8,Friday,Paris,France,0,True
187,Noise Cancelling Earbuds,The quality is outstanding and the performance is reliable. Works exactly as advertised.,Genuine,2025-03-09,"Tokyo, Japan",13,88,0.375,Sunday,Tokyo,Japan,1,True
188,Laptop Stand,"Best purchase ever, you'll regret not buying it immediately! I can't believe how amazing it is.",Fake,2025-03-06,"Berlin, Germany",16,95,0.8,Thursday,Berlin,Germany,0,True
189,Noise Cancelling Earbuds,So flawless it defies logic. This product is perfect in every aspect.,Fake,2025-01-16,"Chicago, USA",12,69,1.0,Thursday,Chicago,USA,0,True
190,Gaming Mouse,The quality is outstanding and the performance is reliable. Exceeded my expectations in every way.,Genuine,2025-08-10,"Austin, USA",15,98,0.5,Sunday,Austin,USA,1,True
191,Noise Cancelling Earbuds,Absolutely love this product! Exceeded my expectations in every way.,Genuine,2025-05-19,"Austin, USA",10,68,0.625,Monday,Austin,USA,1,True
192,Wireless Headphones,"This product is perfect in every aspect. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-08-23,"Austin, USA",16,101,1.0,Saturday,Austin,USA,0,True
193,Smartwatch,Exceeded my expectations in every way. Works exactly as advertised.,Genuine,2025-04-04,"Berlin, Germany",10,67,0.25,Friday,Berlin,Germany,1,True
194,Wireless Headphones,Works exactly as advertised. Absolutely love this product!,Genuine,2025-07-11,"Boston, USA",8,58,0.4375,Friday,Boston,USA,1,True
195,Wireless Headphones,I can't believe how amazing it is. So flawless it defies logic.,Fake,2025-07-12,"Tokyo, Japan",12,63,0.8,Saturday,Tokyo,Japan,0,True
196,Bluetooth Speaker,I'm really satisfied with my purchase. Works exactly as advertised.,Genuine,2025-07-21,"Tokyo, Japan",10,67,0.375,Monday,Tokyo,Japan,1,True
197,Laptop Stand,"An unbelievable product that exceeds all standards. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-03-11,"Tokyo, Japan",16,112,0.375,Tuesday,Tokyo,Japan,0,True
198,Noise Cancelling Earbuds,I can't believe how amazing it is. This product is perfect in every aspect.,Fake,2025-05-09,"Miami, USA",14,75,0.8,Friday,Miami,USA,0,True
199,Eco-friendly Water Bottle,Works exactly as advertised. Absolutely love this product!,Genuine,2025-06-10,"Chicago, USA",8,58,0.4375,Tuesday,Chicago,USA,1,True
200,Wireless Headphones,Exceeded my expectations in every way. Absolutely love this product!,Genuine,2025-08-15,"Boston, USA",10,68,0.625,Friday,Boston,USA,1,True
201,Wireless Headphones,I'm really satisfied with my purchase. Absolutely love this product!,Genuine,2025-01-20,"San Francisco, USA",10,68,0.5625,Monday,San Francisco,USA,1,True
202,Gaming Mouse,Works exactly as advertised. The quality is outstanding and the performance is reliable.,Genuine,2025-02-15,"London, UK",13,88,0.375,Saturday,London,UK,1,True
203,Wireless Headphones,The quality is outstanding and the performance is reliable. I'm really satisfied with my purchase.,Genuine,2025-01-16,"London, UK",15,98,0.5,Thursday,London,UK,1,True
204,Noise Cancelling Earbuds,This product is perfect in every aspect. So flawless it defies logic.,Fake,2025-02-13,"Miami, USA",12,69,1.0,Thursday,Miami,USA,0,True
205,Smartwatch,The quality is outstanding and the performance is reliable. Absolutely love this product!,Genuine,2025-01-22,"Boston, USA",13,89,0.5625,Wednesday,Boston,USA,1,True
206,Smartwatch,The quality is outstanding and the performance is reliable. Exceeded my expectations in every way.,Genuine,2025-10-01,"Seattle, USA",15,98,0.5,Wednesday,Seattle,USA,1,True
207,Wireless Headphones,Absolutely love this product! Absolutely love this product!,Genuine,2025-12-18,"Seattle, USA",8,59,0.625,Thursday,Seattle,USA,1,True
208,Bluetooth Speaker,I can't believe how amazing it is. I can't believe how amazing it is.,Fake,2025-06-01,"London, UK",14,69,0.6000000000000001,Sunday,London,UK,0,True
209,Fitness Tracker,The quality is outstanding and the performance is reliable. I'm really satisfied with my purchase.,Genuine,2025-09-15,"Berlin, Germany",15,98,0.5,Monday,Berlin,Germany,1,True
210,Noise Cancelling Earbuds,Works exactly as advertised. Exceeded my expectations in every way.,Genuine,2025-12-30,"Paris, France",10,67,0.25,Tuesday,Paris,France,1,True
211,Gaming Mouse,"Best purchase ever, you'll regret not buying it immediately! This product is perfect in every aspect.",Fake,2025-01-02,"Tokyo, Japan",16,101,1.0,Thursday,Tokyo,Japan,0,True
212,Bluetooth Speaker,So flawless it defies logic. I can't believe how amazing it is.,Fake,2025-07-18,"Berlin, Germany",12,63,0.8,Friday,Berlin,Germany,0,True
213,Portable Charger,Absolutely love this product! I'm really satisfied with my purchase.,Genuine,2025-04-29,"Miami, USA",10,68,0.5625,Tuesday,Miami,USA,1,True
214,Noise Cancelling Earbuds,Works exactly as advertised. I'm really satisfied with my purchase.,Genuine,2025-12-12,"Tokyo, Japan",10,67,0.375,Friday,Tokyo,Japan,1,True
215,Fitness Tracker,"So flawless it defies logic. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-10-18,"Los Angeles, USA",14,89,1.0,Saturday,Los Angeles,USA,0,True
216,Bluetooth Speaker,This product is perfect in every aspect. An unbelievable product that exceeds all standards.,Fake,2025-10-01,"Tokyo, Japan",14,92,0.375,Wednesday,Tokyo,Japan,0,True
217,Gaming Mouse,I can't believe how amazing it is. An unbelievable product that exceeds all standards.,Fake,2025-09-22,"Miami, USA",14,86,0.17500000000000004,Monday,Miami,USA,0,True
218,Bluetooth Speaker,Works exactly as advertised. Absolutely love this product!,Genuine,2025-04-21,"Tokyo, Japan",8,58,0.4375,Monday,Tokyo,Japan,1,True
219,Smartphone Case,I'm really satisfied with my purchase. The quality is outstanding and the performance is reliable.,Genuine,2025-01-01,"New York, USA",15,98,0.5,Wednesday,New York,USA,1,True
220,Portable Charger,This product is perfect in every aspect. So flawless it defies logic.,Fake,2025-11-17,"Austin, USA",12,69,1.0,Monday,Austin,USA,0,True
221,Portable Charger,I'm really satisfied with my purchase. The quality is outstanding and the performance is reliable.,Genuine,2025-07-11,"Boston, USA",15,98,0.5,Friday,Boston,USA,1,True
222,Eco-friendly Water Bottle,So flawless it defies logic. I can't believe how amazing it is.,Fake,2025-04-18,"Austin, USA",12,63,0.8,Friday,Austin,USA,0,True
223,Portable Charger,Works exactly as advertised. Absolutely love this product!,Genuine,2025-09-08,"Boston, USA",8,58,0.4375,Monday,Boston,USA,1,True
224,Fitness Tracker,Exceeded my expectations in every way. Works exactly as advertised.,Genuine,2025-02-11,"Austin, USA",10,67,0.25,Tuesday,Austin,USA,1,True
225,Gaming Mouse,An unbelievable product that exceeds all standards. I can't believe how amazing it is.,Fake,2025-05-11,"London, UK",14,86,0.17500000000000004,Sunday,London,UK,0,True
226,Smartwatch,Exceeded my expectations in every way. Absolutely love this product!,Genuine,2025-10-06,"Miami, USA",10,68,0.625,Monday,Miami,USA,1,True
227,Wireless Headphones,This product is perfect in every aspect. So flawless it defies logic.,Fake,2025-12-28,"Chicago, USA",12,69,1.0,Sunday,Chicago,USA,0,True
228,Eco-friendly Water Bottle,Exceeded my expectations in every way. I'm really satisfied with my purchase.,Genuine,2025-11-18,"Tokyo, Japan",12,77,0.5,Tuesday,Tokyo,Japan,1,True
229,Wireless Headphones,Works exactly as advertised. Works exactly as advertised.,Genuine,2025-03-27,"Berlin, Germany",8,57,0.25,Thursday,Berlin,Germany,1,True
230,Wireless Headphones,So flawless it defies logic. So flawless it defies logic.,Fake,2025-09-21,"Boston, USA",10,57,1.0,Sunday,Boston,USA,0,True
231,Gaming Mouse,Works exactly as advertised. I'm really satisfied with my purchase.,Genuine,2025-06-21,"London, UK",10,67,0.375,Saturday,London,UK,1,True
232,Bluetooth Speaker,I'm really satisfied with my purchase. The quality is outstanding and the performance is reliable.,Genuine,2025-05-20,"Berlin, Germany",15,98,0.5,Tuesday,Berlin,Germany,1,True
233,Wireless Headphones,Exceeded my expectations in every way. Absolutely love this product!,Genuine,2025-06-23,"New York, USA",10,68,0.625,Monday,New York,USA,1,True
234,Portable Charger,This product is perfect in every aspect. This product is perfect in every aspect.,Fake,2025-12-14,"London, UK",14,81,1.0,Sunday,London,UK,0,True
235,Bluetooth Speaker,"So flawless it defies logic. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-03-14,"Paris, France",14,89,1.0,Friday,Paris,France,0,True
236,Laptop Stand,"This product is perfect in every aspect. Best purchase ever, you'll regret not buying it immediately!",Fake,2025-01-19,"Seattle, USA",16,101,1.0,Sunday,Seattle,USA,0,True
237,Eco-friendly Water Bottle,So flawless it defies logic. This product is perfect in every aspect.,Fake,2025-03-24,"Boston, USA",12,69,1.0,Monday,Boston,USA,0,True
238,Fitness Tracker,Works exactly as advertised. The quality is outstanding and the performance is reliable.,Genuine,2025-01-25,"Tokyo, Japan",13,88,0.375,Saturday,Tokyo,Japan,1,True
239,Laptop Stand,"Best purchase ever, you'll regret not buying it immediately! I can't believe how amazing it is.",Fake,2025-10-05,"New York, USA",16,95,0.8,Sunday,New York,USA,0,True
240,Smartphone Case,I'm really satisfied with my purchase. Absolutely love this product!,Genuine,2025-07-24,"Boston, USA",10,68,0.5625,Thursday,Boston,USA,1,True
241,Fitness Tracker,I can't believe how amazing it is. So flawless it defies logic.,Fake,2025-06-11,"Berlin, Germany",12,63,0.8,Wednesday,Berlin,Germany,0,True
242,Eco-friendly Water Bottle,I can't believe how amazing it is. I can't believe how amazing it is.,Fake,2025-04-25,"London, UK",14,69,0.6000000000000001,Friday,London,UK,0,True
243,Wireless Headphones,An unbelievable product that exceeds all standards. An unbelievable product that exceeds all standards.,Fake,2025-09-08,"London, UK",14,103,-0.25,Monday,London,UK,0,True
244,Gaming Mouse,An unbelievable product that exceeds all standards. An unbelievable product that exceeds all standards.,Fake,2025-06-29,"Chicago, USA",14,103,-0.25,Sunday,Chicago,USA,0,True
245,Bluetooth Speaker,I'm really satisfied with my purchase. I'm really satisfied with my purchase.,Genuine,2025-01-10,"Denver, USA",12,77,0.5,Friday,Denver,USA,1,True
246,Wireless Headphones,I'm really satisfied with my purchase. Exceeded my expectations in every way.,Genuine,2025-03-05,"Los Angeles, USA",12,77,0.5,Wednesday,Los Angeles,USA,1,True
247,Bluetooth Speaker,Absolutely love this product! The quality is outstanding and the performance is reliable.,Genuine,2025-06-25,"Berlin, Germany",13,89,0.5625,Wednesday,Berlin,Germany,1,True
248,Fitness Tracker,I can't believe how amazing it is. An unbelievable product that exceeds all standards.,Fake,2025-11-18,"London, UK",14,86,0.17500000000000004,Tuesday,London,UK,0,True
249,Eco-friendly Water Bottle,The quality is outstanding and the performance is reliable. I'm really satisfied with my purchase.,Genuine,2025-03-17,"Chicago, USA",15,98,0.5,Monday,Chicago,USA,1,True
250,Noise Cancelling Earbuds,Absolutely love this product! Absolutely love this product!,Genuine,2025-11-26,"Seattle, USA",8,59,0.625,Wednesday,Seattle,USA,1,True
251,Smartphone Case,I can't believe how amazing it is. So flawless it defies logic.,Fake,2025-03-13,"New York, USA",12,63,0.8,Thursday,New York,USA,0,True
252,Smartwatch,I can't believe how amazing it is. This product is perfect in every aspect.,Fake,2025-07-12,"Miami, USA",14,75,0.8,Saturday,Miami,USA,0,True
253,Eco-friendly Water Bottle,Absolutely love this product! Absolutely love this product!,Genuine,2025-03-23,"Boston, USA",8,59,0.625,Sunday,Boston,USA,1,True
254,Smartphone Case,Works exactly as advertised. The quality is outstanding and the performance is reliable.,Genuine,2025-04-29,"San Francisco, USA",13,88,0.375,Tuesday,San Francisco,USA,1,True
255,Smartwatch,So flawless it defies logic. This product is perfect in every aspect.,Fake,2025-09-03,"San Francisco, USA",12,69,1.0,Wednesday,San Francisco,USA,0,True
